reviewText,unixReviewTime,reviewTime
enjoyable but not memorable. The best part of this movie are the sets,1406419200,"07 27, 2014"
"Over the moon with this one. .Aladdin is locked up in the Disney vault here in the states, so finding it fair priced & bluray was just amazing. If you can't wait for it to be released again, THIS is your best route.",1427932800,"04 2, 2015"
Some how I remember it a lot funnier. The only time I liked Martin short. Im sure I had to have had more than a beer in me.,1419984000,"12 31, 2014"
Jamie was just wasted in this movie.,1477612800,"10 28, 2016"
I have really enjoyed the movie and I am glad to own such a great work in my collection. Get it,1372032000,"06 24, 2013"
"great service, delivered as stated.",1416873600,"11 25, 2014"
It got ten minutes out of me.  I couldn't go on.Zero stars.  But they wouldn't let me post that.,1309824000,"07 5, 2011"
"I love Jeremy Brett's Sherlock Holmes. He inspired me to read the ""Canon"" over again, and I am making my way through it now, and think that Jeremy Brett, as they are very fond of saying on television, IS Sherlock Holmes. The authenticity of the scenes, and Brett being true to Conan Doyle, makes each of these films an experience. Brett adds satirical humor to the part while still taking it very seriously, and I understand that he sometimes worried he would lose himself in the role.",1391904000,"02 9, 2014"
"I knew from the start it was going to be dark. But not only was it dark it was really sadistic. The ""rabbit"" scene was so horrible that I really don't think I've ever scene anything that bad. To think this is a ""fairy tale"". I don't know who would tell this even to an adult as a fairy tale. And as Mr. Guillermo says a night time story. Yeah, if you want someone to die of a heart attack or have life long nightmares. I'd hate to see what he calls a horror story. Sorry I even had to give it one star. I give it -*****.",1193356800,"10 26, 2007"
It was slow and the plot was unclear.,1462233600,"05 3, 2016"
"A waste of 2 hours ,  glad I saw it on bootleg",1475366400,"10 2, 2016"
"This was an amazing movie. It was clean. It was riveting, it was a movie worth seeing again and again.",1369785600,"05 29, 2013"
great Orson Welles film,1475625600,"10 5, 2016"
"I just finished watching the complete original series.  CBS remastered this series, from the old film format of the 60's, digitally frame by frame to this product!  It was better then seeing it for the first time, which I did, back in the 60's.  This production is far better than you can remember seeing on TV.  I urge you, if you are a fan of the original series and stars, do yourself a favor and get this product!!!  The shipping was very prompt and the discs are well presented and protected in the cases.  I have purchased a lot of TV shows and Movies but this is, by far, the best purchase I have ever made!!!",1400716800,"05 22, 2014"
Worst Tarzan movie ever. Don't waste your money.,1477094400,"10 22, 2016"
"Wasn't a huge fan of this show because this was in the hype of the ""Paranormal Activity"" release and so everyone thought they could do first person camera horror/mystery entertainment.  It doesn't fail miserably but it isn't great either.  It really would have been better as a mini-series.",1413504000,"10 17, 2014"
"I would have been embarrassed to have been in it just as much as much as I was to endure 1/2 of it.If you're under 12 (?), it may be to your liking.",1407369600,"08 7, 2014"
Extremely Poorly Acted.,1420156800,"01 2, 2015"
"Many of the modern sitcoms have too much sexual innuendo to be family friendly.  I enjoy the show, but would not recommend for the family.",1377561600,"08 27, 2013"
The movie is just ok. Very strange. I was hoping for more from this all star cast. I regret buying it. I tried finding it online to watch without buying it.,1394496000,"03 11, 2014"
"Apparently, Spielberg said he made War of the Worlds because it would be `fun' to do nasty aliens for a change. But just how `cuddly and benevolent' were these particular ET's? They terrorise a mother to within an inch of her life, pulling her child out of her own arms leaving her distraught and not knowing whether he is alive or dead. Why did they do that when they had dozens of adult abductees that had perfectly useful mature brains for study? Nasty aliens. And what about those adult abductees? Second World War guys, torn from wives or girlfriends. True love gone forever. Their parents probably dead in the interim. On top of that trauma they now have to adjust to a new world where they don't fit in. The result: depression and alcoholism, maybe even suicide. Nasty, nasty aliens. Then to cap it all off they come out of their mother ship naked and expose themselves to the reception committee. Sexual assault can be extremely traumatic, resulting in long term psychological problems. Except the French guy who no doubt treats that sort of thing with a Gallic shrug. Nasty, nasty, nasty aliens.Spielberg is fooling nobody but himself. See War of the Worlds, by the way, it's great. There's no plot, though.",1120608000,"07 6, 2005"
I kept hoping to see more of the King of Monsters but was sadly disappointed.,1412208000,"10 2, 2014"
This movie was ok,1440374400,"08 24, 2015"
I love this movie.  My 3rd/4th time to watch it. :),1461715200,"04 27, 2016"
The special features weren't a lot but the interview with Alan Arkin was great.  He had a lot of in depth perspectives and the movie itself is a classic to begin with.,1368403200,"05 13, 2013"
OK,1444176000,"10 7, 2015"
It is alright.,1469404800,"07 25, 2016"
Vincent price is and forever will be a legend of horror,1477958400,"11 1, 2016"
"oh my goodness!How painfully boring! The 'meat' of the movie could be told in 5 maybe 10 minutes, but to add time to make a movie it seemed they chose to add one incredibly painful, long, exaggerated traveling shot after another, as well as the incredibly slow, painful shots of 'building a gun, picking out tools' etc.! UGH!Added to all this, there were no characters one could care about. Filled with cliche's, like the prostitute who dreamed of meeting a rich man to take her away from it all.I watched to the end to see if there might be a twist or some punch added, but it stayed a completely, painfully boring movie to the very, very end!",1307404800,"06 7, 2011"
I didn't know blue ray couldn't be played on regular DVD.,1408233600,"08 17, 2014"
Can want on till season two,1494633600,"05 13, 2017"
Interest movie,1468368000,"07 13, 2016"
A little dated but amusing,1485648000,"01 29, 2017"
Ok,1451779200,"01 3, 2016"
"I don't know what happened here, given the high quality cast. The movie is lame, flat, lifeless, cliche ridden, strained, not funny and an overall waste of celluloid. Other than that, it's not bad.",1228521600,"12 6, 2008"
"Good action and story, while I'm not a huge Cruise fan he always studies his roles.  Movie is much better if you never read the book.",1434153600,"06 13, 2015"
"This movie went a lot like Blair Witch only with combat gear. Oh, the ""aliens=witch"" did make an appearance.  Don't waste your data or your time seriously.",1418428800,"12 13, 2014"
"Acting in this period piece was fine, story line was weak because it seemed so illogical a development in the relationships.",1396396800,"04 2, 2014"
great movie,1412121600,"10 1, 2014"
1980's GREAT GREAT MOVIE!!,1505088000,"09 11, 2017"
i did not like the movie,1441670400,"09 8, 2015"
Okay.,1419897600,"12 30, 2014"
Thank you for the great service loved the movie!,1458432000,"03 20, 2016"
"A fun send up, one liners and cameos happen quickly.",1407024000,"08 3, 2014"
"Solid, but the plot started to be a bit of a stretch after Dexter became a dad. Worth a watch if you've kept up with all of the other seasons, but not something I would bother with otherwise.",1411862400,"09 28, 2014"
ok,1483315200,"01 2, 2017"
"Seen the movie many times, and it's an all times favorite.",1485388800,"01 26, 2017"
"This director really has only one good movie - ""Event Horizon"" - and everything else is just plain bad, Resident Evil being absolutely no exception to this general rule of thumb and God help ""Aliens Vs Predator"" with the way things are shaping up.This film is marginally better than Ghosts of Mars, but only because Milla Jovovich goes around the place in a really very short mini-skirt and just happens to get skin sticking wet clothes towards the end of the picture. Overall the movie has extremely low production values and even lower prospects in the execution of the film. All of the sets looked contrived, i.e - they have no point being there other than to match scenes in the computer game or look interesting. Oh, yeah did we mention that this is based on a computer game? No, okay lets back up a bit here... Resident Evil just happens to be a really popular 3rd person zombie shoot 'em up horror survival game that they are now selling as a movie. Okay, let's move on...When the actors in this film are more robotic than the characters in the game then you know something has gone seriously wrong... and it has. Nobody in the cast is mildly recognizable except for Milla Jovovich, and they shouldn't be either, because they all suck real bad. The camera work is some of the worse seen in a long time. Why? Because it attracts attention itself almost all of time. Bad cinematography. For 35mm it looks like it was shot on video. The lighting is pretty good whenever it turns on or off but when it is static it is just useless. The editing is extremely bad at times and cuts fail to match. From an atheistic standpoint its all terrible production values for a Hollywood budget. The CGI also happens to be extremely, EXTREMELY, dodgy most of the times. You know when the animation looks like animation? Well x 100 times worse is what you get here. It looks terribly fake, and even the dogs covered in RED PAINT look very cheesy. Overall this is a really really really very bad production. The story is worse and even some of the.......Bah.Forget about me writing anymore. Not worth it. Just go play the game instead.",1075593600,"02 1, 2004"
It was good the kind of movie I like to watch.  Not much else to say about it.  That's it folks,1390262400,"01 21, 2014"
A rare John Wayne movie. a must watch.,1463875200,"05 22, 2016"
I like it !,1408924800,"08 25, 2014"
This was a boring movie,1439769600,"08 17, 2015"
Good,1494547200,"05 12, 2017"
"I took Billy's live classes in 24 hour fitness in Studio City, Ca. Love the classes. He is awesome and his wife signing is a bonus. Unfortunately, the dvd not even near as fun. It is not organized workout, it just some mix of dance moves, boring and does not feel like you worked out.",1388361600,"12 30, 2013"
"This is one of my favorite versions, although I love them all. Watched this one twice this Christmas season since it is such a good version. Great service from the vendor. Very good experience all around",1483401600,"01 3, 2017"
"awful, poor, pointless film lol",1504483200,"09 4, 2017"
This movie was very boring. Unfortunately.,1510531200,"11 13, 2017"
its only getting 3 from me though it is a great movie they screwed up the storyline pretty bad the origin movie doesnt count look back on the first 3 x men movies first class screwed on the first class film,1455235200,"02 12, 2016"
"If anyone prior to this doubted that either Williams or Bridges could do fully fleshed out characters with dramatic gravitas, this movie answered that question once and for all. Boy, could the two of them do it all in the movies. Bridges plays an obnoxious radio tv talk guy who makes a life altering mistake on his show. Robin Williams plays Parry, the homeless man who in the circle of life is caught in the rays of what radiates out from that mistake. They will create something positive out of this but it is coming out of the darkest of the dark to do so. Either Williams or Bridges should have won the Oscar for this, perhaps both, but they did not. It did show the movie going world though that Bridges had been consistently underestimated up to that point and he began getting parts instead worthy of his talent. The female roles were fully realized by Mercedes Ruehl and Amanda Plummer and they are beacons for coming home and out of the darkness and into the light. One of my favorite movies with favorite performance from all four actors.Visit my blog with link given on my profile page here or use this phonetically given URL (livingasseniors dot blogspot dot com). Friday's entry will always be weekend entertainment recs from my 5 star Amazon reviews in film, tv, books and music. These are very heavy on buried treasures and hidden gems. My blogspot is published on Monday, Wednesday & Friday.",1419465600,"12 25, 2014"
This dvd would not play in my dvd player! I have never had this issue before. would like to know why?,1390176000,"01 20, 2014"
Very pleased with purchase.,1443744000,"10 2, 2015"
Bad. Not funny.,1439510400,"08 14, 2015"
"Very low level movie, as boring as a long day of rain... I would not recommend to anyone, unless they want to loose their time with this pathetic peace...",1374710400,"07 25, 2013"
Excellent..Favorite,1468540800,"07 15, 2016"
"First of all the CG sucked. Second, Michelle Rodriguez can't act. She rolls her eyes to the back of her head with every line as if to make it more intense and stronger, it doesn't work. The movie doesn't really follow the game much. And although I never thought about this until I heard someone else say it, why would the computer send out all those little lasers and not just the ""net laser"" if it's job was to kill any and everything? The answer is, so they can include more unecessary action without incorporating it more smoothly and intelligently.If you want to see a good zombie flick, rent the original Night of the Living Dead.",1108684800,"02 18, 2005"
Fabulous movie.  Just as exciting as it was when it first came out.,1522627200,"04 2, 2018"
"Too slow, too fake.",1484179200,"01 12, 2017"
"When a group that's the real flavour of the moment decides to make a movie, it'll either be a total success or a total flop, depending upon how universally-loved the group is.  The Beatles are hands down the most successful (Hard Day's Night, Help!) due to their immortalized status.  Others have not been so, e.g. Herman's Hermits, Bill Haley.  The Spice Girls kind of fall inbetween the two.The primary influence is probably A Hard Day's Night.  Spiceworld is, after all, a day in the life of the Girls, and includes  musical numbers, an uptight manager, and a triumphant concert number.  Needless to say, it will never stand side-by-side with the Beatles' groundbreaking classic.One credit in their favour is the scene where they parody their own personalities.  Victoria, for example, can't decide whether to wear the black Gucci dress, the black Gucci dress, or the black Gucci dress in her closet.  To which Emma successfully suggests, ""why don't you wear the black Gucci dress?""  Emma's baby-like innocence is also parodied.  And Geri's misquote on the Pope is a parody of what John Lennon said about Jesus.They seem to have the most fun trying on different costumes in the ""Saturday Night Divas"" number.  Geri as Marilyn Monroe in The Seven Year Itch and Wonder Woman shines out in particular, as do Mel C. and Geri as Danny and Sandy from Grease, and Victoria as Honey Rider in Dr. No.  But the best is when some of them dress up as each other.There are some subplots along the way, such as a documentary team following the Girls, the Girls' very pregnant friend Nicola who pops up every now and then, and a tabloid publisher who hates the girls so much, he hatches a plot to tarnish their image.  The tensions between the girls and their uptight manager Clifford, and an American film producer (George Wendt of Cheers) who consults Clifford to discuss a movie deal involving the girls.  Their Spice Force Five idea (think Spice Girls as Charlie's Angels) is actually a good segment.There are amusing guest cameos from well-known British actors and singers, such as Richard Briers, Hugh Laurie (Wooster in Jeeves and Wooster), Stephen Fry (Jeeves in J and W), Bob Geldof, Elvis Costello, Elton John, and AbFab's Jennifer Saunders.I doubt if Roger Moore would consider this movie as his best performance, but he seems to be enjoying himself as the Girls' behind-the-scenes handler, with some really hideous lines:  ""The drummer without sticks has no backbeat.""  Richard E. Grant though gets noteworthy mention as Clifford.  The scene of him having a real fit at seeing tabloid headlines bashing the girls is funny, but the girls laugh it off and even make fun of him, which makes him even madder.  Meat Loaf is Dennis, the Girls' loyal bus driver, and there's an in-joke when he's asked to add repairing the bus-toilet to his list of duties.  ""I love those girls.  I'll do anything for them, but I won't do that.""  Hint:  his last hit single.The performances in this movie may depend upon which Spice Girl is your favourite.  In my case, it's Geri, Emma, and Mel C. in that order, but love or hate the movie, all the Spice Girls are still very charming and lovable.  Songs done in this movie in order:  ""Too Much"", ""Do It"", ""Say You Will Be There"", ""Mama"", ""Denying"", ""Saturday Night Divas"", ""Stop"", ""2 Become 1"", ""Leader Of The Gang"", ""Never Give Up On The Good Times"", ""My Boy Lollipop"", ""Wannabe"", ""Viva Forever"", ""Who Do You Think You Are"", ""Spice Up Your Life"", and ""The Lady Is A Vamp.""Had I reviewed this in the throes of my Spice-induced euphoria of 1998, I would have given this the max.  Time though, has not been so generous, but at least the quintet left behind a movie showing them at their peak.",1057190400,"07 3, 2003"
Kind of slow for an hbo series. Interesting though.,1430352000,"04 30, 2015"
Dumb.  I accidentally rented this. Cute little girls  I guess kids might like it.,1409270400,"08 29, 2014"
"I thought it a pretty entertaining movie. A little bit slow, but a good movie",1418860800,"12 18, 2014"
I don't watch it much at all so I guess I'd say had I to do it over I would not have bought this.,1406851200,"08 1, 2014"
I personally believe everyone should have this movie. It's a classic.,1413849600,"10 21, 2014"
"Not great, but okay.",1465776000,"06 13, 2016"
This movie was just FUN!,1486080000,"02 3, 2017"
It's ok,1457222400,"03 6, 2016"
I would not waste your time or money on this move. The funniest parts are in the trailer. Dragged on and on.,1423440000,"02 9, 2015"
OK,1453593600,"01 24, 2016"
You should have a -1 category just for films like these. I made it through 5 minutes,1469836800,"07 30, 2016"
Typical CHRISTIANITY MOVIE,1405728000,"07 19, 2014"
the cast in this movie is trying to make this movie dramatic and touching but is wasted with bad acting and cheesiness. Michelle Pfeiffer could have done a lot better. Whoopi Goldberg was kinda good in this,960768000,"06 12, 2000"
"Burt Reynolds is great in this film.  However, the film itself very poor acted by other cast members (Demi Moore), and poor direction.  However, it is worth seeing if you are a Burt Reynolds fan.",1451433600,"12 30, 2015"
"Twenty years ago, a movie like ""Resident Evil"" would have been considered a horror masterpiece, heralded for its social commentary on the evils of the advancement of mankind, and praised for its stunning array of action sequences and make-up and special effects. Here, in the age of movies like last's year's ""Thirteen Ghosts"" and countless other entries into the horror genre, it's a big, obnoxious, at times baffling effects show fueled by incoherence and banality.The film is derived from a popular video game franchise, which would explain why the plot feels jumbled, or why its characters feel flaccid and empty. It begins with an introduction that is aggravating in its choice of leaving too much in the dark to be explained later in a less-than-admirable manner. The world is dominated by major corporations, many of which deal in such things as genetic and viral testing and experimentation. In a series of chain reactions, an underground laboratory known as the Hive is contaminated by a viral strand, after which its computer, referred to as the Red Queen, begins the containment process, locking its hundreds of employees within the complex, and extinguishing them.Enter Milla Jovovich (character names matter not in such a film), who awakens after a fall in the shower to find a mysterious scar on her shoulder, a strange note left in her bedroom, and a dresser drawer that holds a full arsenal of weaponry. Equally unsettling is the storming of her elite home, where she, along with Eric Mabius, is taken into an underground cavern through a hidden door in her home, and transported by rail to the Hive. This sequence, as well as those to come, is poorly shot, with the use of flashy cinematography and quick-cuts; it matters little, though, because to see it clearly would not be to like it more.The underground setting itself is another slap in the face, being everything you'd expect from a movie such as this: endless hallways of steel, an abundance of fluorescent lighting, and a sense of claustrophobia that goes unnoticed in director Paul Anderson's eyes. Joining Jovovich and Mabius is a team of gun-toting security guards led by Michelle Rodriguez. The objective of their mission centers on the Red Queen, whom they must reboot in order to regain access to the Hive's many chambers, presumably to find some answers to the lockdown.The real evil that resides here is the story's desperation to try and provide coherent solutions to its mysteries. Once things start going awry after the opened doors release the many undead facility workers, victims of the viral strand, the story descends further into camp territory, recalling plot twists and surprises from previous horror and science fiction films, some better, some of the same caliber.... The overall film boasts a loud, aggressive soundtrack replete with heavy bass and ear-splitting treble, becoming aggravating and obnoxious without ever attaining our interest. There are innumerable amounts of quick jolts, in which undead zombies jump onto screen to a beat of the music; the abundance of such tactics quickly grows tiresome and redundant. The antagonists themselves, from the sleep-walking zombies and inside-out Dobermans, to the clich-riddled monster that can change form and attain the strength of its victims, do nothing to raise the fear factor, providing more laughs than scares.On those grounds, ""Resident Evil"" is little more than another horror entry riddled with familiarity and incoherence, banal characters and lousy plotting, that feels less like a movie and more like disjointed cinematic interludes that appear during the course of a video game.",1017964800,"04 5, 2002"
I just love the Muppets.  This is a classic. Great for kids and adults.,1482451200,"12 23, 2016"
Watched recently with my daughter. Thought I remembered it being funny.  It is not.  It is not sad. It was just a waste of my time.,1485993600,"02 2, 2017"
Bad acting. crappy special effects. decent b movie,1527206400,"05 25, 2018"
Terrible Movie!,1416873600,"11 25, 2014"
Did not care for this movie.  Had the potential for being a great story but it seemed to get worse as it went on.  Terrible ending :(,1495584000,"05 24, 2017"
Not plausible. Acting is mediocre.  I wasted 34 minutes.,1504137600,"08 31, 2017"
meh,1464134400,"05 25, 2016"
I LOVE IT,1406937600,"08 2, 2014"
This was so bad we stopped watching about 30 minutes into it.,1433116800,"06 1, 2015"
slow and boring,1423353600,"02 8, 2015"
After the first one with this group I found this one to be disappointing. I was expecting much more. Maybe next time???,1384905600,"11 20, 2013"
"I remember seeing this at the theater and thought the DVD would be a good addition to my collection. My memory of the story was better than the DVD turned out to be. Too many special effects have happened since this movie first came out, and they make the ones in Close Encounters look contrived. I didn't enjoy it as much as I thought it would. If you find it on sale you might want to pick it up.",1011398400,"01 19, 2002"
"this movie really gets much more credit than it deserves but does offer some entertainment value.hippies and motorcycles never really mixed well and this movie is an example. the saving grace of the music is the music soundtrack. the plot is weak, predictable and as non sensible as the very stoned jack nicholson.",1369872000,"05 30, 2013"
"it was ok ,  why didn't they tackle her singing to nazi ?",1451606400,"01 1, 2016"
"Friends like the program so I really tried to enjoy it but the program is just stupid.  I tried to look at it as a tongue-in-cheek comedy but it still sucked .  I tried to look at as fantasy, sci-fi ... Nope,  Social commentary .... No, no, no.  It ran for several years but I just don't get it.  Stupid and insulting on multiple levels.",1471478400,"08 18, 2016"
It's OK,1505865600,"09 20, 2017"
"Good movie, but I cannot understand why Marvel feels the need to insert curse words when they are not needed.",1454284800,"02 1, 2016"
Love this and so do the kids. Wink wink,1463097600,"05 13, 2016"
Nice movie that has a lot of emotions in it,1422748800,"02 1, 2015"
"I suggest renting this movie,not buying it. It's a B rated movie and not the best story line.",1280275200,"07 28, 2010"
I loved this movie as a teen and have been looking for it on DVD.  Turns out Amazon came through again with what I was looking for at a good price.  The movie is great for a relaxing corny but funny evening!,1383177600,"10 31, 2013"
"Got here in time, the show wasn't so bad but could had been better",1481155200,"12 8, 2016"
One of my top five favorite movies. It will make you think. There really is no villain. Both lead characters are right...and wrong. Both want to do the right thing... but have such vastly different views on how to get there that circumstances lock them in a life and death struggle. Lots of action...tension...and a satisfying ending... but one that leaves you with important questions to ponder.,1377129600,"08 22, 2013"
Not bad. Not as good as west world but it's a decent story,1477785600,"10 30, 2016"
Found it surfing the cable channels - but - hope they release it on DVD - I'm done buying VHS tapes.............,1072051200,"12 22, 2003"
Just a great movie!!,1433894400,"06 10, 2015"
JUST OK,1414713600,"10 31, 2014"
"They want us to buy the Theatrical Editions now, and then buy the Extended Editions later? No way, Blu-Ray movies are too expensive to double-dip like this. Don't waste your money on the Theatrical Editions, make them release the Extended Edition!",1259193600,"11 26, 2009"
The best of everything.,1487548800,"02 20, 2017"
"This is the kind of movie that would be compared to something like Chopper Chicks in Zombietown. It has all the laughs, some frights, but too funny to take seriously. That's the issue with Idle Hands. Devon Sawa doesn't take the fact that his parents are dead very emotionally, which is weird.The only part of this movie I really hate is the ending. It completely stunk, and made me agree that it was only a two and a half star movie. There are a lot of people who still like this movie and I hink it's great. But to give this film three stars is silly.I could watch this movie again and still find it funny. That's about how good it is.",994636800,"07 9, 2001"
fun.,1437523200,"07 22, 2015"
It was okay. Entertaining enough.,1509753600,"11 4, 2017"
Not one of the better ones,1458259200,"03 18, 2016"
"gift for someone else, SciFi is not my taste, but the person who received it likes SciFi",1423353600,"02 8, 2015"
"Looked for this item for years, it is still on of the top ten comedy movies from that time period, still just as funny as the first time I saw it",1303776000,"04 26, 2011"
"Sounds, Voices etc are wonderful",1444953600,"10 16, 2015"
"4 disc's. Story of the Son of God is on Disc 3-4 with the demon scene. Other stories that this movie shows prior of Jesus is short telling and they skip through the ""bible"". Somewhat disappointing that there wasn't more to the story's.",1409443200,"08 31, 2014"
"It was different from your typical zombie movie and  I wasn't sure what to expect. Never seen a zombie love story so I guess keeping the plot in mind, it wasn't all that bad. It was an okay movie, the acting wasn't to bad in it but I think they could have done a better job.",1413849600,"10 21, 2014"
It was ok.,1424908800,"02 26, 2015"
Not up to the quality or story of the main films. Not bad but not a great value at this price.,1448928000,"12 1, 2015"
"Wow! what a waste of time, nowhere, nothing film",1417219200,"11 29, 2014"
"Story line blows,,, could have been a lot more more thought out. Before putting to film,,,,could have been spectacular and exciting. Sex scenes were good but room for improvement,,worth watching",1482105600,"12 19, 2016"
"Considered to be one of the biggest summer disappointments of 1993, Last Action Hero tried to get its name out there by being the next big name action flick, and it sure did disappoint many. Here's a thing to keep in mind though: this is actually a PARODY of the action genre that just happens to have Arnold Schwarzenegger in it. It's not trying to be a replica of the big names such as Terminator, Predator, or even Commando (which was unintentionally hilarious, by the way). Instead, it's an inside joke in the style of a sketch comedy skit, except it's drawn out much longer. While I personally don't think that Last Action Hero is terrible by any means, it doesn't mean that's it flawless.Arnold manages to play two characters in this film: the far more present cinematic world character Jack Slater, and the real life version of himself. He is obviously the reason why you would want to see this movie, and throughout the film, he makes fun of his stereotypical character by using over-the-top one liners and using unorthodox methods of action scenes. There's some hilarious jokes that he says throughout, and along with him, we even manage to see other film icons playing some of their trademark parts, including Robert Patrick dressed up as the T-1000, Sharon Stone's role as Catherine Tramell, and one of my personal favorites, Sylvester Stallone as The Terminator on a cardboard cutout. While I do enjoy the comedic, over-the-top bits that obviously point out the Hollywood cliches, this film suffers from drawing these out too long amongst its script. Sometimes they tend to be unnecessary and at others rather boring.Also, I found the child protagonist played by Austin O'Brien to be rather annoying. Part of me thinks that they used the idea of him teaming up with Schwarzy from T2, where Edward Furlong was the child protagonist. While Furlong was clever, funny and acted well, O'Brien tries too hard to be a mastermind behind the typical action film. I understand that the role of a child was necessary for this to work, seeing how he managed to magically appear in the movie with his favorite action hero, but it could have been done far better with someone that could pull it off in a far less annoying fashion.In a way, I tend to find Last Action Hero to be an enjoyable popcorn flick that tried something new by being a hidden parody. It was a major risk for director John McTiernan, screenwriter Shane Black (who ironically rewrote the script despite Zak Penn and Adam Leff having it a tongue-in-cheek reference to Black's style), and Arnold, but as a parody, it works. It's just a far cry from what we would expect from a cast like aforementioned.",1307232000,"06 5, 2011"
The cinematography was too old.  Couldn't hardly see the characters.  I only watched the first 10-15 minutes.  Didn't enjoy it.,1396396800,"04 2, 2014"
"It was interesting, but not a lot of depth or development of the characters.",1443398400,"09 28, 2015"
"It seemed like it was going to get interesting but never did. The should have wrapped the story up in one season instead of dragging it across four seasons with slow-to-no progress in each episode. Just same/similar story and action in every episode and got increasingly redundant, boring, and stupid. Any reasonable person would have gone to the police with the information. Everyone who's watched a slasher movie knows to ensure the killer is dead. There's no bad reason to skip this show.",1500768000,"07 23, 2017"
"This was terrible. They tried, you could tell that they really tried, but it was just awful.",1467763200,"07 6, 2016"
The movie is OK..I like the ending. Usually its the male with the addiction. Great movie to show woman can tear families apart,1416441600,"11 20, 2014"
I shut it off after about 25 minutes slow pace,1408579200,"08 21, 2014"
It was okay,1467158400,"06 29, 2016"
"I have to agree with all the one star reviews. This movie is slow, boring, terribly acted, predictable, and a terrible waste of your time!",1393891200,"03 4, 2014"
It was okay. The only good parts were with mr.t. It is 80s cheese at its best.,1410048000,"09 7, 2014"
"This just sucked so bad, I've almost no words.",1528502400,"06 9, 2018"
"One of the worst movies I've ever endured.  Ridiculous plot, poor writing, bad acting.  Need I say anything else?  The best thing about this film is the London fog.",1327190400,"01 22, 2012"
It was ok. Somewhat boring.  Not at all what I was hoping for however I did finish watching it.,1434153600,"06 13, 2015"
"Gender identity, meets time travel.Not your usual syfy.",1421452800,"01 17, 2015"
"Next to ""It's A Wonderful Life"" this is our family Christmas classic. I love this movie - it is very well done; reminds me of my childhood (yes, I am over 60) and has nothing (language, sex, violence) to offend viewers. I love this movie.",1357084800,"01 2, 2013"
good,1441497600,"09 6, 2015"
Great cast with a fabulous plot. You will be glued to the television from start to finish. I've watched this movie about 5 times over the years and it's still never boring. The ending is unexpected and classic. Producers today need to take a page out of this book for sure.,1395446400,"03 22, 2014"
okay,1429747200,"04 23, 2015"
none,1448841600,"11 30, 2015"
"Regardless the technical issues, the movie is just bad. Poorly written, poorly acted and very poorly filmed. I could not believe how bad it was. Yes I watched it to the bitter end.",1454803200,"02 7, 2016"
W this edition of Beauty and the Beast what is totally beyond all of my expectations I love Disney classic animation the features in this special edition absolutely gave me a whole new appreciation for the impact this wonderful story had on so many Generations and how many townspeople it takes to create such a Timeless masterpiece like this if you love Beauty and the Beast this will take you back to those memories and give you some pretty cool new ones weather just for yourself or for those you love,1482364800,"12 22, 2016"
didn't watch it all,1456531200,"02 27, 2016"
"I gave it 3 stars because I love this movie too much for just a single star. The reason why I gave this 3 stars is for one reason and one reason only, no Widescreen. It's a slap in the face to the fans and the cast members out there who have worked hard making this film and the fans who have supported the musical over the years.As an avid DVD collector, I like to buy Widescreen because I never liked the thought of having a film 'cut to pieces' to fit my TV screen. Annie 20th Anniversary of course is no exception.Hopefully Columbia will hear our voices about this and release Widescreen in the next few months...with the same extra features.I'm not giving up on this, not by a long shot. ;)",1074038400,"01 14, 2004"
So slow and boring.,1431734400,"05 16, 2015"
sorry but this was too boring.,1443484800,"09 29, 2015"
"Not one of the greatest movies I've ever seen, but passable to watch on a Saturday afternoon when you have nothing else to do. Even the 3D doesn't add anything to this movie.",1371340800,"06 16, 2013"
"Maybe it's just me, but I did not like this movie, in fact I hated it and gave it to my daughter, who gave it to her daughter.  They're making a part II so obviously someone liked it, but I did not.",1403740800,"06 26, 2014"
"While I think he did a great job in ""Patton"", The Last Days of Patton was okay but I expected more action....too much politics IMO.  Worth the watch, once.",1390867200,"01 28, 2014"
Typical Rob Zombie stuff lots of really foul language no where near as good as the original,1446249600,"10 31, 2015"
STINKS!,1457568000,"03 10, 2016"
"Only watched a few episodes and will continue to watch, but not nearly as good as some of the other British series we have watched......maybe will grow on me as I continue.  Better than lots of US series.",1428710400,"04 11, 2015"
Do not waste your time.,1477612800,"10 28, 2016"
"Well, the plot was just terrible.  The acting was OK to above average.  It had a good cast.  The concept behind the whole movie to begin with was really far-fetched.  I would have given more stars for the acting but since the plot was just so terrible I could not give two stars.  I wasted my money renting this.",1434844800,"06 21, 2015"
Good movie,1452470400,"01 11, 2016"
"I love musicals. I love fairy tales. Unfortunately, I did not love this film even though it is a musical fairy tale! I totally expected to love this, but it falls flat. The musical aspect is wonderful, but it got really long and boring. The story line just didn't do the fairy tales justice. Don't waste your time or your money on this one. So sad.",1433894400,"06 10, 2015"
"Many have panned this film, and for good reason.  It is often incomprehensible.  The problem is less with  the acting, which is decent, than with the directing/editing.  They just did not put together  coherent story.",1377907200,"08 31, 2013"
"Wow this was much better than I expected. Had good scenery, crazy snakes, and a decent plot line. One of the better killer snake movies I've seen lately. Worth a look if you like killer snake movies. It is low budget, but not bad at all.",1375574400,"08 4, 2013"
